objectid,me,exposure,slope,lsfactor,twindex,curvature,path_river,path_village,studyarea,area,areaA,areaB,areaC,flat,north,south,east,west,lnlsfactor,lsfactor_w,lsfactor_a
870,B0871,"323,13","4,63546","2,02661","-10,5885","-0,038415","7693,78","318,926",B,2,0,1,0,0,1,0,0,0,"0,7063644","2,02661","2,02661"
871,B0872,135,"4,26254","2,01824","-11,2069","16,1175","7791,62","263,287",B,2,0,1,0,0,0,1,0,0,"0,7022258","2,01824","2,01824"
872,B0873,"63,4349","1,03867","3,33468","-7,04996","-2,97996","7905,97","116,864",B,2,0,1,0,0,0,0,1,0,"1,204377","3,33468","3,33468"
873,B0874,"186,582","11,981","3,77644","-14,7955","-1,59446","8033,73","30,3491",B,2,0,1,0,0,0,1,0,0,"1,328782","3,77644","3,77644"
874,B0875,"216,87","2,32153","1,84719","-10,4367","2,94895","7838,57","164,872",B,2,0,1,0,0,0,1,0,0,"0,6136656","1,84719","1,84719"
875,B0876,"41,8202","5,90105","12,6218","-6,94457","-31,2351","7838,88","331,116",B,2,0,1,0,0,1,0,0,0,"2,535425","9,1204","12,6218"
876,B0877,"167,8","17,0629","2,69303","-16,576","2,02271","7917,94","246,788",B,2,0,1,0,0,0,1,0,0,"0,990667","2,69303","2,69303"
877,B0878,"169,778","14,1056","2,31707","-17,0277","-2,56115","7892,75","202,228",B,2,0,1,0,0,0,1,0,0,"0,8403035","2,31707","2,31707"
878,B0879,135,"1,64202","12,345","-0,139485","4,14711","7837,8","207,773",B,2,0,1,0,0,0,1,0,0,"2,513251","9,1204","12,345"
879,B0880,270,"5,09668","4,40438","-4,7834","-20,7992","9604,33","1036,59",B,2,0,1,0,0,0,0,0,1,"1,482599","4,40438","4,40438"
880,B0881,180,"0,46455","3,42843","-5,50276","-44,3014","9756,76","1185,69",B,2,0,1,0,0,0,1,0,0,"1,232103","3,42843","3,42843"
881,B0882,"161,565","6,58171","2,29988","-8,33784","9,26346","9698,72","1128,19",B,2,0,1,0,0,0,1,0,0,"0,832857","2,29988","2,29988"
882,B0883,135,"0,985384","3,12621","-7,37274","-16,0647","9236,49","665,42",B,2,0,1,0,0,0,1,0,0,"1,139821","3,12621","3,12621"
883,B0884,"115,017","11,3826","2,6605","-7,33649","-5,05205","9443,71","872,641",B,2,0,1,0,0,0,0,1,0,"0,9785141","2,6605","2,6605"
884,B0885,"218,157","8,21451","10,2974","-0,616767","-5,57097","9439,07","981,721",B,2,0,1,0,0,0,1,0,0,"2,331892","9,1204","10,2974"
885,B0886,"125,538","1,99734","11,0338","-0,251212","-81,5675","8514,86","104,308",B,2,0,1,0,0,0,0,1,0,"2,400963","9,1204","11,0338"
886,B0887,"266,987","4,4107","10,2227","-0,653148","-0,303041","9615,55","1117,4",B,2,0,1,0,0,0,0,0,1,"2,324611","9,1204","10,2227"
887,B0888,"100,923","13,2433","4,13124","-5,12589","-2,05821","9610,34","1153,41",B,2,0,1,0,0,0,0,1,0,"1,418578","4,13124","4,13124"
888,B0889,"97,8831","28,0154","2,11597","-18,4763","-12,1331","8815,28","401,946",B,2,0,1,0,0,0,0,1,0,"0,7495133","2,11597","2,11597"
889,B0890,"312,614","7,84137","2,03799","-9,50766","14,1227","8307,35","226,609",B,2,0,1,0,0,0,0,0,1,"0,7119641","2,03799","2,03799"
890,B0891,"334,799","8,6617","12,5456","-7,40188","-9,39184","7977,98","103,675",B,2,0,1,0,0,1,0,0,0,"2,52937","9,1204","12,5456"
891,B0892,"235,784","13,7732","3,56804","-5,83753","-8,96449","8343,02","628,565",B,2,0,1,0,0,0,0,0,1,"1,272016","3,56804","3,56804"
892,B0893,"118,61","11,4855","2,26245","-8,98961","-25,7928","7984,51","317,176",B,2,0,1,0,0,0,0,1,0,"0,8164483","2,26245","2,26245"
893,B0894,"169,695","5,17979","4,65994","-4,50138","-35,6071","7810,39","85,9102",B,2,0,1,0,0,0,1,0,0,"1,539003","4,65994","4,65994"
894,B0895,"162,255","12,0149","3,89556","-13,34","-7,48347","7876,65","152,173",B,2,0,1,0,0,0,1,0,0,"1,359837","3,89556","3,89556"
895,B0896,"31,7595","5,71784","2,48247","-8,65977","-60,1867","7509,02","215,634",B,2,0,1,0,0,1,0,0,0,"0,9092541","2,48247","2,48247"
896,B0897,"92,9108","13,4685","2,89426","-6,88275","2,05315","7235,53","488,964",B,2,0,1,0,0,0,0,1,0,"1,062729","2,89426","2,89426"
897,B0898,45,"1,31374","8,12437","-2,37995","-1,23972","7395,68","331,706",B,2,0,1,0,0,1,0,0,0,"2,094868","8,12437","8,12437"
898,B0899,"207,897","4,45897","2,10014","-9,66149","-12,104","7307,83","526,56",B,2,0,1,0,0,0,1,0,0,"0,742004","2,10014","2,10014"
899,B0900,"120,069","10,0935","2,88765","-14,4443","2,27867","7378,14","601,667",B,2,0,1,0,0,0,0,1,0,"1,060443","2,88765","2,88765"
900,B0901,"143,973","6,29327","4,59316","-5,08024","-27,827","7317,44","625,652",B,2,0,1,0,0,0,1,0,0,"1,524568","4,59316","4,59316"
901,B0902,"194,036","1,91472","2,75757","-8,18663","-3,73176","7213,59","690,752",B,2,0,1,0,0,0,1,0,0,"1,01435","2,75757","2,75757"
902,B0903,"27,4744","6,51694","4,1979","-6,30571","-5,6579","7063,74","753,589",B,2,0,1,0,0,1,0,0,0,"1,434584","4,1979","4,1979"
903,B0904,"9,46232","2,82352","2,73532","-9,81739","0,540636","7099,68","632,17",B,2,0,1,0,0,1,0,0,0,"1,006248","2,73532","2,73532"
904,B0905,"142,595","4,9586","3,91475","-5,39502","2,087","7135,44","600,189",B,2,0,1,0,0,0,1,0,0,"1,364751","3,91475","3,91475"
905,B0906,"213,69","1,67452","16,5833","1,84559","-38,8945","7100,87","623,602",B,2,0,1,0,0,0,1,0,0,"2,808396","9,1204","13,6216"
906,B0907,45,"0,985384","18,6114","2,40009","-13,5804","6963,86","999,148",B,2,0,1,0,0,1,0,0,0,"2,923774","9,1204","13,6216"
907,B0908,"341,565","0,734494","2,53726","-8,41204","0,372193","6877,99","225,005",B,2,0,1,0,0,1,0,0,0,"0,9310848","2,53726","2,53726"
908,B0909,"4,57392","11,4944","2,17233","-16,146","17,6791","7003,55","402,259",B,2,0,1,0,0,1,0,0,0,"0,7758003","2,17233","2,17233"
909,B0910,"21,3706","5,71784","2,16384","-8,42267","15,3418","7006,72","353,67",B,2,0,1,0,0,1,0,0,0,"0,7718844","2,16384","2,16384"
910,B0911,"172,208","21,2423","2,63685","-16,3061","-1,89986","7395,62","608,3",B,2,0,1,0,0,0,1,0,0,"0,9695851","2,63685","2,63685"
911,B0912,"285,255","2,64652","4,0368","-5,21913","-12,689","7214,3","455,043",B,2,0,1,0,0,0,0,0,1,"1,395452","4,0368","4,0368"
912,B0913,"255,964","1,91472","2,53657","-8,68521","-21,0921","7216,65","457,436",B,2,0,1,0,0,0,0,0,1,"0,9308128","2,53657","2,53657"
913,B0914,"33,6901","5,01216","1,70328","-10,7181","0,392163","6693,34","116,185",B,2,0,1,0,0,1,0,0,0,"0,5325558","1,80597","1,70328"
914,B0915,"168,69","1,18423","1,41933","-13,2514","4,14929","6838,01","103,607",B,2,0,1,0,0,0,1,0,0,"0,3501849","1,80597","1,41933"
915,B0916,"250,942","13,2736","2,37786","-15,0079","-38,7935","8913,99","225,315",B,2,0,1,0,0,0,0,0,1,"0,8662009","2,37786","2,37786"
916,B0917,"184,086","6,49248","3,33619","-6,23191","-3,12456","8847,81","86,3728",B,2,0,1,0,0,0,1,0,0,"1,204829","3,33619","3,33619"
917,B0918,"53,1301","2,32153","1,59081","-10,8765","0,844701",8826,"134,172",B,2,0,1,0,0,0,0,1,0,"0,4642433","1,80597","1,59081"
918,B0919,"232,907","11,7708","3,50178","-13,4872","14,6491","8884,33","275,611",B,2,0,1,0,0,0,0,0,1,"1,253271","3,50178","3,50178"
919,B0920,"192,144","18,1389","2,52699","-7,6209","4,88472","8577,5","422,348",B,2,0,1,0,0,0,1,0,0,"0,9270288","2,52699","2,52699"
920,B0921,"98,8068","16,2394","2,89704","-15,689","4,07739","8664,52","387,115",B,2,0,1,0,0,0,0,1,0,"1,063689","2,89704","2,89704"
921,B0922,"249,362","18,447","2,69619","-15,496","-7,29141","8246,12","693,771",B,2,0,1,0,0,0,0,0,1,"0,9918397","2,69619","2,69619"
922,B0923,"58,3925","7,05533","1,8762","-15,4047","-5,98191","7674,12","1304,91",B,2,0,1,0,0,0,0,1,0,"0,6292484","1,8762","1,8762"
923,B0924,"243,435","6,20832","10,9848","0,359352","1,08997","7693,64","1251,21",B,2,0,1,0,0,0,0,0,1,"2,396513","9,1204","10,9848"
924,B0925,"271,848","7,16682","2,01528","-15,0537","-16,7889","7632,99","1224,95",B,2,0,1,0,0,0,0,0,1,"0,7007582","2,01528","2,01528"
925,B0926,315,"1,31374","2,82089","-7,09095","2,4316","7590,09","1182,05",B,2,0,1,0,0,1,0,0,0,"1,037052","2,82089","2,82089"
926,B0927,"139,97","7,54004","3,8988","-5,47288","0,55257","7655,94","1176,54",B,2,0,1,0,0,0,1,0,0,"1,360669","3,8988","3,8988"
927,B0928,"161,565","8,02695","2,22633","-8,89939","-10,9992","7466,58","1008,11",B,2,0,1,0,0,0,1,0,0,"0,8003545","2,22633","2,22633"
928,B0929,"108,435","5,128","2,05435","-9,92337","4,59625","7338,07","879,257",B,2,0,1,0,0,0,0,1,0,"0,7199594","2,05435","2,05435"
929,B0930,"304,509","17,4772","3,84335","-13,9033","25,9353","7384,76","1044,9",B,2,0,1,0,0,0,0,0,1,"1,346344","3,84335","3,84335"
930,B0931,"176,186","3,48762","4,64181","-4,60657","-10,0805","7209,37","749,296",B,2,0,1,0,0,0,1,0,0,"1,535104","4,64181","4,64181"
931,B0932,"338,962","6,44328","1,75653","-10,101","-30,4794","7075,43","667,219",B,2,0,1,0,0,1,0,0,0,"0,5633403","1,80597","1,75653"
932,B0933,"118,61","11,4855","3,79658","-12,6463","-0,122824","7136,11","692,326",B,2,0,1,0,0,0,0,1,0,"1,334101","3,79658","3,79658"
933,B0934,"336,801","15,5292","2,56855","-16,0153","-6,60044","7180,37","941,882",B,2,0,1,0,0,1,0,0,0,"0,9433416","2,56855","2,56855"
934,B0935,"168,69","1,18423","8,44713","-2,03395","-7,4357","7213,06","873,24",B,2,0,1,0,0,0,1,0,0,"2,133827","8,44713","8,44713"
935,B0936,180,"2,32153","2,29903","-8,75527","-65,5311","7203,96","795,889",B,2,0,1,0,0,0,1,0,0,"0,8324873","2,29903","2,29903"
936,B0937,"154,537","10,68","2,71331","-14,7375","-80,438","7403,12","974,383",B,2,0,1,0,0,0,1,0,0,"0,9981693","2,71331","2,71331"
937,B0938,315,"0,985384","7,658","-8,48582","4,59581","7276,82","966,97",B,2,0,1,0,0,1,0,0,0,"2,035751","7,658","7,658"
938,B0939,"168,69","10,5391","7,12275","-11,0831","13,2521","7544,99","1043,56",B,2,0,1,0,0,0,1,0,0,"1,963294","7,12275","7,12275"
939,B0940,"195,945","3,37813","2,00673","-9,50867","-23,7055","6941,54","509,382",B,2,0,1,0,0,0,1,0,0,"0,6965066","2,00673","2,00673"
940,B0941,"131,634","5,57637","3,15609","-6,47211","-25,1809","6963,99","490,777",B,2,0,1,0,0,0,0,1,0,"1,149334","3,15609","3,15609"
941,B0942,"32,1523","18,5306","2,20574","-16,0773","-3,12014","6903,19","467,423",B,2,0,1,0,0,1,0,0,0,"0,7910631","2,20574","2,20574"
942,B0943,"337,62","4,26254",0,"3,84885","-20,816","6850,95","677,146",B,2,0,1,0,0,1,0,0,0,,"1,80597",0
943,B0944,"167,735","10,8045","2,75654","-7,84643","-6,24414","6873,88","608,796",B,2,0,1,0,0,0,1,0,0,"1,013976","2,75654","2,75654"
944,B0945,"109,29","18,9635","2,77304","-16,6905","-16,2696","6406,81","377,349",B,2,0,1,0,0,0,0,1,0,"1,019944","2,77304","2,77304"
945,B0946,"93,3665","11,7013","4,48502","-12,757","-7,17058","6473,8","285,619",B,2,0,1,0,0,0,0,1,0,"1,500743","4,48502","4,48502"
946,B0947,"358,152","7,16682","3,01268","-7,16368","2,04896","6453,4","335,96",B,2,0,1,0,0,1,0,0,0,"1,10283","3,01268","3,01268"
947,B0948,"63,4349","2,07667","2,9522","-8,36307","-16,1042","6401,36","606,085",B,2,0,1,0,0,0,0,1,0,"1,082551","2,9522","2,9522"
948,B0949,"40,3645","12,0149","2,62582","-14,9227","2,79761","6297,64","634,639",B,2,0,1,0,0,1,0,0,0,"0,9653932","2,62582","2,62582"
949,B0950,"236,31","1,67452","2,02044","-9,92736","-50,1073","6607,27","159,07",B,2,0,1,0,0,0,0,0,1,"0,7033154","2,02044","2,02044"
950,B0951,"172,235","10,2056","3,00368","-6,98007","-38,8679","6547,51","368,246",B,2,0,1,0,0,0,1,0,0,"1,099838","3,00368","3,00368"
951,B0952,"114,146","7,34154","7,57588","-10,4739","-10,7528","6315,25","393,209",B,2,0,1,0,0,0,0,1,0,"2,02497","7,57588","7,57588"
952,B0953,"213,69","3,34618","1,64451","-11,2126","-4,95847","6423,42","259,177",B,2,0,1,0,0,0,1,0,0,"0,4974425","1,80597","1,64451"
953,B0954,"48,3665","5,57637","3,95402","-5,40842","-20,8074","6550,96","60,7971",B,2,0,1,0,0,0,0,1,0,"1,374733","3,95402","3,95402"
954,B0955,"166,607","5,0015","10,9322","-0,260197","-18,1349","6651,5","122,671",B,2,0,1,0,0,0,1,0,0,"2,391713","9,1204","10,9322"
955,B0956,"97,125","3,74008","12,2327","0,301793","-35,8837","6602,73","172,631",B,2,0,1,0,0,0,0,1,0,"2,504113","9,1204","12,2327"
956,B0957,"19,0935","12,5758","3,05666","-14,4477","1,0928","6558,44","116,607",B,2,0,1,0,0,1,0,0,0,"1,117323","3,05666","3,05666"
957,B0958,315,"0,32849","3,65249","-5,74174","-6,41331","6560,47","31,6397",B,2,0,1,0,0,1,0,0,0,"1,295409","3,65249","3,65249"
958,B0959,"168,69","1,18423","3,96774","-6,0102","-25,0311","6361,93","414,383",B,2,0,1,0,0,0,1,0,0,"1,378197","3,96774","3,96774"
959,B0960,"281,821","10,0986","2,19964","-9,11845","-9,05889","6386,85","353,586",B,2,0,1,0,0,0,0,0,1,"0,7882937","2,19964","2,19964"
960,B0961,"71,565","2,20252","13,7233","0,023647","-18,9564","6504,46","636,053",B,2,0,1,0,0,0,0,1,0,"2,619095","9,1204","13,6216"
961,B0962,"204,228","10,0832","2,52676","-8,28162","4,49288","6698,86","688,945",B,2,0,1,0,0,0,1,0,0,"0,9269379","2,52676","2,52676"
962,B0963,"229,764","3,94932","2,62935","-8,22624","-4,77825","6584,9","527,332",B,2,0,1,0,0,0,0,0,1,"0,9667367","2,62935","2,62935"
963,B0964,"236,31","6,66969","12,2363","0,325634","22,1866","6533,28","325,244",B,2,0,1,0,0,0,0,0,1,"2,504407","9,1204","12,2363"
964,B0965,"131,634","5,57637","1,96183","-8,8494","1,30815","6347,36","515,159",B,2,0,1,0,0,0,0,1,0,"0,6738777","1,96183","1,96183"
965,B0966,"157,62","12,6039","6,29713","-11,2548","-4,54609","6073,14","768,439",B,2,0,1,0,0,0,1,0,0,"1,840094","6,29713","6,29713"
966,B0967,"212,005","4,37414","7,76006","-1,95144","2,17341","6209,73","2200,49",B,2,0,1,0,0,0,1,0,0,"2,04899","7,76006","7,76006"
967,B0968,180,"4,63546","2,26738","-9,20965","-19,5606","5928,12","3061,76",B,2,0,1,0,0,0,1,0,0,"0,818625","2,26738","2,26738"
968,B0969,"348,69","1,18423",0,"6,52164","-77,7903","4046,84","1969,66",B,2,0,1,0,0,1,0,0,0,,"1,80597",0
969,B0970,"250,346","13,5538","7,00792","-11,4557","-6,38696","4159,06","2136,06",B,2,0,1,0,0,0,0,0,1,"1,947041","7,00792","7,00792"
970,B0971,45,"11,3466","10,8249","-7,44663","-12,3167","3430,04","1707,11",B,2,0,1,0,0,1,0,0,0,"2,381849","9,1204","10,8249"
971,B0972,"357,51","10,5733","7,09332","-10,4777","-11,2414","3215,31","934,7",B,2,0,1,0,0,1,0,0,0,"1,959154","7,09332","7,09332"
972,B0973,"282,529","4,27508","4,41237","-4,20114","-2,44498","2772,11","491,029",B,2,0,1,0,0,0,0,0,1,"1,484412","4,41237","4,41237"
973,B0974,0,"1,85759","4,91978","-4,25246","-1,67086","2700,29","418,556",B,2,0,1,0,0,1,0,0,0,"1,593264","4,91978","4,91978"
974,B0975,"131,424","5,2514","7,06934","-8,86493","-8,73274","2920,76","634,302",B,2,0,1,0,0,0,0,1,0,"1,955767","7,06934","7,06934"
975,B0976,"249,775","4,69279","2,93178","-7,70084","-4,79176","2869,67","586,221",B,2,0,1,0,0,0,0,0,1,"1,07561","2,93178","2,93178"
976,B0977,45,"0,32849","4,49903","-5,39961","-78,0401","2802,79","532,685",B,2,0,1,0,0,1,0,0,0,"1,503862","4,49903","4,49903"
977,B0978,"105,945","3,37813","3,24371","-13,8674","4,80263","2575,1","323,594",B,2,0,1,0,0,0,0,1,0,"1,176718","3,24371","3,24371"
978,B0979,"191,768","11,2423","2,90412","-15,6526","14,4414","2595,96","341,466",B,2,0,1,0,0,0,1,0,0,"1,06613","2,90412","2,90412"
979,B0980,"128,66","2,97197","16,81","-5,64877","2,43581","3200,9","924,647",B,2,0,1,0,0,0,0,1,0,"2,821974","9,1204","13,6216"
980,B0981,"68,1986","2,50015","1,762","-9,84557","-16,4623","3293,03","735,269",B,2,0,1,0,0,0,0,1,0,"0,5664495","1,80597","1,762"
981,B0982,"351,87","9,75932","2,17246","-16,391","-5,06062","3151,67","876,707",B,2,0,1,0,0,1,0,0,0,"0,7758602","2,17246","2,17246"
982,B0983,90,"0,46455","2,73483","-8,05458","43,1593","3644,57","561,282",B,2,0,1,0,0,0,0,1,0,"1,006069","2,73483","2,73483"
983,B0984,135,"2,29822","2,47527","-7,97038","6,06268","3437,43","697,315",B,2,0,1,0,0,0,1,0,0,"0,9063495","2,47527","2,47527"
984,B0985,"304,114","8,63144","1,95077","-17,0518","0,336232","3599,19","761,592",B,2,0,1,0,0,0,0,0,1,"0,6682242","1,95077","1,95077"
985,B0986,"329,931","5,08619","4,09374","-13,0023","-6,54795","3673,62","786,556",B,2,0,1,0,0,1,0,0,0,"1,409459","4,09374","4,09374"
986,B0987,"101,31","2,36745","2,71213","-7,82737","2,02279","3825,82","202,522",B,2,0,1,0,0,0,0,1,0,"0,9977343","2,71213","2,71213"
987,B0988,"18,4349","2,20252","13,2878","0,033071","-28,5944","3756,84","274,009",B,2,0,1,0,0,1,0,0,0,"2,586846","9,1204","13,2878"
988,B0989,"342,759","7,01776","6,64362","-11,0357","-0,90402","3724,25","414,771",B,2,0,1,0,0,1,0,0,0,"1,893657","6,64362","6,64362"
989,B0990,"46,9092","9,76464","13,5943","-6,40613","6,69135","3598,57","429,724",B,2,0,1,0,0,0,0,1,0,"2,609651","9,1204","13,5943"
990,B0991,135,"0,985384","3,82117","-7,88109","-12,7916","3237,54","790,754",B,2,0,1,0,0,0,1,0,0,"1,340557","3,82117","3,82117"
991,B0992,"81,8699","1,64202","2,72866","-8,63955","-43,9466","3328,57","717,218",B,2,0,1,0,0,0,0,1,0,"1,003811","2,72866","2,72866"
992,B0993,"49,3987","8,50309","1,90781","-16,2185","2,0251","3555,68","472,621",B,2,0,1,0,0,0,0,1,0,"0,645956","1,90781","1,90781"
993,B0994,"122,905","4,69279","2,70392","-14,3574","-3,30706","4041,15","400,459",B,2,0,1,0,0,0,0,1,0,"0,9947025","2,70392","2,70392"
994,B0995,"55,7843","6,98755","2,91703","-14,7141","-0,771355","3884,23","289,451",B,2,0,1,0,0,0,0,1,0,"1,070566","2,91703","2,91703"
995,B0996,"299,745","3,74008","17,4587","-5,03257","-18,9996",3925,"425,855",B,2,0,1,0,0,0,0,0,1,"2,859838","9,1204","13,6216"
996,B0997,"310,236","3,94932","14,267","0,625337","-2,1256","3965,88","582,636",B,2,0,1,0,0,0,0,0,1,"2,657949","9,1204","13,6216"
997,B0998,"325,305","3,66765","3,37897","-6,58997","-10,2888","3946,9","637,389",B,2,0,1,0,0,1,0,0,0,"1,217571","3,37897","3,37897"
998,B0999,"108,435","0,734494","13,2447","-0,576998","3,65881","4082,44","609,402",B,2,0,1,0,0,0,0,1,0,"2,583597","9,1204","13,2447"
999,B1000,"309,289","3,29768","5,45876","-11,8573","-8,66863","4163,66","412,141",B,2,0,1,0,0,0,0,0,1,"1,697222","5,45876","5,45876"
1000,B1001,"79,2869","8,67981","5,27531","-12,8336","-12,7224","4500,6","848,671",B,2,0,1,0,0,0,0,1,0,"1,663037","5,27531","5,27531"
1001,B1002,"67,6199","4,26254","4,20896","-13,1036","-64,1047","4619,94","616,483",B,2,0,1,0,0,0,0,1,0,"1,437216","4,20896","4,20896"
1002,B1003,"62,1027","13,1672","2,11047","-17,5258","9,2083","4739,98","415,886",B,2,0,1,0,0,0,0,1,0,"0,7469107","2,11047","2,11047"
1003,B1004,"33,6901","3,34618",0,"7,03225","-16,8672","4831,26","450,142",B,2,0,1,0,0,1,0,0,0,,"1,80597",0
1004,B1005,"357,709","5,79184","2,52027","-14,7336","-12,8414","4803,52","359,797",B,2,0,1,0,0,1,0,0,0,"0,9243661","2,52027","2,52027"
1005,B1006,"284,036","1,91472","8,10028","-9,59183","-5,82356","4868,96","338,523",B,2,0,1,0,0,0,0,0,1,"2,091899","8,10028","8,10028"
1006,B1007,"18,4349","0,734494","3,58863","-5,80754","3,51559","4834,72","283,814",B,2,0,1,0,0,1,0,0,0,"1,277771","3,58863","3,58863"
1007,B1008,"53,1301","2,32153","2,91501","-13,3071","-5,77484","4750,36","228,038",B,2,0,1,0,0,0,0,1,0,"1,069873","2,91501","2,91501"
1008,B1009,"195,255","2,64652","3,14793","-6,48505","-2,27345","5007,99","459,906",B,2,0,1,0,0,0,1,0,0,"1,146745","3,14793","3,14793"
1009,B1010,"158,199","2,50015","1,49625","-11,7056","-1,27714","4896,91","351,706",B,2,0,1,0,0,0,1,0,0,"0,402962","1,80597","1,49625"
1010,B1011,270,"0,46455","2,20203","-8,73091","-6,25032","4867,52","466,314",B,2,0,1,0,0,0,0,0,1,"0,7893797","2,20203","2,20203"
1011,B1012,"16,1134","10,752","6,41988","-11,7703","-15,8069","4767,19","1058,89",B,2,0,1,0,0,1,0,0,0,"1,859399","6,41988","6,41988"
1012,B1013,"291,038","6,44328","4,85623","-12,794","-20,5683","4814,79","1180,63",B,2,0,1,0,0,0,0,0,1,"1,580262","4,85623","4,85623"
1013,B1014,"189,462","5,6334","5,2032","-11,4556","-23,7028","4978,38","1011,2",B,2,0,1,0,0,0,1,0,0,"1,649274","5,2032","5,2032"
1014,B1015,"194,744","4,55397","2,2354","-16,1351","5,70651","4234,39","319,578",B,2,0,1,0,0,0,1,0,0,"0,8044202","2,2354","2,2354"
1015,B1016,"24,7751","6,62185","3,9031","-12,5427","10,3233","4216,9","339,017",B,2,0,1,0,0,1,0,0,0,"1,361771","3,9031","3,9031"
1016,B1017,"341,565","0,734494","4,29957","-12,1751","3,22613","4490,35","156,427",B,2,0,1,0,0,1,0,0,0,"1,458515","4,29957","4,29957"
1017,B1018,"161,565","0,734494","1,95756","-15,9884","20,7203","4582,95","222,472",B,2,0,1,0,0,0,1,0,0,"0,6716987","1,95756","1,95756"
1018,B1019,"251,565","1,46875","3,06954","-8,1529","0,88062","4348,49","205,266",B,2,0,1,0,0,0,0,0,1,"1,121528","3,06954","3,06954"
1019,B1020,"351,87","1,64202","3,12706","-6,97247","-6,26746","4556,08","575,373",B,2,0,1,0,0,1,0,0,0,"1,140093","3,12706","3,12706"
1020,B1021,"32,5926","16,358","3,49688","-14,9952","10,7009","4413,99","496,533",B,2,0,1,0,0,1,0,0,0,"1,251871","3,49688","3,49688"
1021,B1022,"118,61","5,80102","2,79327","-15,158","1,03446","4287,17","437,925",B,2,0,1,0,0,0,0,1,0,"1,027213","2,79327","2,79327"
1022,B1023,"71,565","1,46875","1,96732","-9,70155","0,230629","4734,88","472,661",B,2,0,1,0,0,0,0,1,0,"0,6766722","1,96732","1,96732"
1023,B1024,"258,69","2,36745","2,29426","-14,4959","-34,2711","4499,66","350,663",B,2,0,1,0,0,0,0,0,1,"0,8304104","2,29426","2,29426"
1024,B1025,225,"0,656959","2,12717","-9,42376","13,5923","4639,29","356,367",B,2,0,1,0,0,0,1,0,0,"0,7547925","2,12717","2,12717"
1025,B1026,"70,0169","5,4213","8,37405","-9,32135","-2,99045","4984,31","883,475",B,2,0,1,0,0,0,0,1,0,"2,125138","8,37405","8,37405"
1026,B1027,"346,43","19,9424","2,7949","-16,7816","-12,9985","4940,67","839,838",B,2,0,1,0,0,1,0,0,0,"1,027796","2,7949","2,7949"
1027,B1028,"112,286","14,9632","2,34906","-16,7374","0,544274","5183,13","937,784",B,2,0,1,0,0,0,0,1,0,"0,8540153","2,34906","2,34906"
1028,B1029,"29,0546","2,39008","7,02825","-8,90336","-38,2539","5219,8","901,915",B,2,0,1,0,0,1,0,0,0,"1,949938","7,02825","7,02825"
1029,B1030,"346,759","8,05962","2,50404","-14,0669","-4,25463","5196,44","813,106",B,2,0,1,0,0,1,0,0,0,"0,9179054","2,50404","2,50404"
1030,B1031,"37,4054","4,9586","7,83323","-2,38595","-26,9899","5203,84","815,41",B,2,0,1,0,0,1,0,0,0,"2,058375","7,83323","7,83323"
1031,B1032,"9,63754","12,2948","3,42959","-7,04418","-10,1375","5122,13","1090,28",B,2,0,1,0,0,1,0,0,0,"1,232441","3,42959","3,42959"
1032,B1033,225,"6,86532","3,03325","-7,13415","-74,7713","5277,66","1232,42",B,2,0,1,0,0,0,1,0,0,"1,109635","3,03325","3,03325"
1033,B1034,90,"0,929039","4,85247","-4,32134","4,19611","5393,37","1331,93",B,2,0,1,0,0,0,0,1,0,"1,579488","4,85247","4,85247"
1034,B1035,"118,072","7,84807","12,6067","-0,253053","-4,85807","5814,83","986,851",B,2,0,1,0,0,0,0,1,0,"2,534228","9,1204","12,6067"
1035,B1036,"108,997","14,6569","3,94439","-14,0523","-15,2459","8124,14","495,352",B,2,0,1,0,0,0,0,1,0,"1,372294","3,94439","3,94439"
1036,B1037,"162,759","7,01776","4,33201","-5,5837","-18,2561","7749,47","292,821",B,2,0,1,0,0,0,1,0,0,"1,466032","4,33201","4,33201"
1037,B1038,"253,74","22,0679","2,69605","-16,5933","-0,78271","7496,48","174,533",B,2,0,1,0,0,0,0,0,1,"0,9917877","2,69605","2,69605"
1038,B1039,"234,462","1,99734","1,96281","-9,30593","4,5351","7405,14","265,602",B,2,0,1,0,0,0,0,0,1,"0,6743771","1,96281","1,96281"
1039,B1040,"223,493","12,2948","2,31866","-8,47736","-3,79136","7349,67","321,07",B,2,0,1,0,0,0,1,0,0,"0,8409895","2,31866","2,31866"
1040,B1041,"294,775","6,62185","1,67627","-10,9221","-6,08878","7258,67","412,068",B,2,0,1,0,0,0,0,0,1,"0,5165711","1,80597","1,67627"
1041,B1042,"101,31","1,18423","3,18143","-7,14736","-32,4149","7179,78","723,197",B,2,0,1,0,0,0,0,1,0,"1,157331","3,18143","3,18143"
1042,B1043,"63,4349","4,14789","3,42488","-6,76685","-3,61083","6837,36","842,125",B,2,0,1,0,0,0,0,1,0,"1,231066","3,42488","3,42488"
1043,B1044,"97,3058","9,05688","1,51165","-10,8479","-34,1124","6834,23","844,817",B,2,0,1,0,0,0,0,1,0,"0,4132017","1,80597","1,51165"
1044,B1045,"206,565","6,20832","8,62996","-2,74452","-53,9867","6845,63","827,043",B,2,0,1,0,0,0,1,0,0,"2,15524","8,62996","8,62996"
1045,B1046,"318,9","14,1899","2,78773","-7,15008","-11,6114","6760,97","918,074",B,2,0,1,0,0,1,0,0,0,"1,025228","2,78773","2,78773"
